"year","approval_date","brand_name","active_ingredient","application_number","application_type","analysis_category","chart_category","nme_type1_confirmed","sponsor_name","route","dosage_form","review_designation","accelerated_approval","breakthrough_therapy","fast_track","orphan_drug","abbreviated_indication","approved_use","indication","indication_source","pharm_class_moa","pharm_class_epc","match_score","match_reason","validation_status","fda_source_url","comments","sponsor_name_source","route_source"
"2020","2020-10-22","Veklury","remdesivir","NDA214787","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Gilead Sciences","Injection","Injectable","Priority","No","No","Yes","No","","Veklury is indicated for the treatment of coronavirus disease 2019 (COVID-19) requiring hospitalization in adults and pediatric patients (12 years of age and older and weighing at least 40 kg)","Veklury is indicated for the treatment of coronavirus disease 2019 (COVID-19) requiring hospitalization in adults and pediatric patients (12 years of age and older and weighing at least 40 kg)","FDA compilation: Approved Use(s)","","SARS-CoV-2 Nucleotide Analog RNA Polymerase Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Gilead Sciences, Inc.","Injection"
"2020","2020-11-20","Zokinvy","lonafarnib","NDA213969","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Eiger BioPharmaceuticals","Oral","Capsule","Priority","No","Yes","No","Yes","","Zokinvy is indicated for the treatment of processing-deficient Progeroid Laminopathies with either heterozygous LMNA mutation with progerin-like protein accumulation or homozygous or compound heterozygous ZMPSTE24 mutations in patients 12 months of age and older. Is indicated to reduce the risk of mortality in Hutchinson-Gilford Progeria Syndrome (HGPS)","Zokinvy is indicated for the treatment of processing-deficient Progeroid Laminopathies with either heterozygous LMNA mutation with progerin-like protein accumulation or homozygous or compound heterozygous ZMPSTE24 mutations in patients 12 months of age and older. Is indicated to reduce the risk of mortality in Hutchinson-Gilford Progeria Syndrome (HGPS)","FDA compilation: Approved Use(s)","Breast Cancer Resistance Protein Inhibitors [MoA]; Cytochrome P450 2C19 Inhibitors [MoA]; Cytochrome P450 2C8 Inhibitors [MoA]; Cytochrome P450 3A Inhibitors [MoA]; Farnesyltransferase Inhibitors [MoA]; Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA]; Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA]; P-Glycoprotein Inhibitors [MoA]","Farnesyltransferase Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Eiger BioPharmaceuticals, Inc.","Oral"
"2020","2020-11-23","Oxlumo","lumasiran","NDA214103","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Alnylam Pharmaceuticals","Injection","Injectable","Priority","No","Yes","No","Yes","","Oxlumo is indicated for the treatment of primary hyperoxaluria type 1 (PH1) to lower urinary oxalate levels in pediatric and adult patients","Oxlumo is indicated for the treatment of primary hyperoxaluria type 1 (PH1) to lower urinary oxalate levels in pediatric and adult patients","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Alnylam Pharmaceuticals, Inc.","Injection"
"2020","2020-11-25","Danyelza","naxitamab-gqgk","BLA761171","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Y-mAbs Therapeutics","Injection","Injectable","Priority","Yes","Yes","No","Yes","","Danyelza is indicated in combination with granulocyte-macrophage colony-stimulating factor (GM-CSF), for the treatment of pediatric patients 1 year of age and older and adult patients with relapsed or refractory high-risk neuroblastoma in the bone or bone marrow who have demonstrated a partial response, minor response, or stable disease to prior therapy","Danyelza is indicated in combination with granulocyte-macrophage colony-stimulating factor (GM-CSF), for the treatment of pediatric patients 1 year of age and older and adult patients with relapsed or refractory high-risk neuroblastoma in the bone or bone marrow who have demonstrated a partial response, minor response, or stable disease to prior therapy","FDA compilation: Approved Use(s)","Glycolipid Disialoganglioside-directed Antibody Interactions [MoA]","Glycolipid Disialoganglioside-directed Antibody [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Y-mAbs Therapeutics, Inc.","Injection"
"2020","2020-11-25","Imcivree","setmelanotide","NDA213793","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Rhythm Pharmaceuticals","Injection","Injectable","Priority","No","Yes","No","Yes","","Imcivree is indicated for chronic weight management in adult and pediatric patients 6 years of age and older with obesity due to proopiomelanocortin (POMC) or proprotein convertase subtilisin/kexin type 1 (PCSK1) deficiency confirmed by genetic testing demonstrating variants in POMC or PCSK1 genes that are interpreted as pathogenic, likely pathogenic, or of uncertain significance (VUS). Is indicated for chronic weight management in adult and pediatric patients 6 years of age and older with obesity due to leptin receptor (LEPR) deficiency confirmed by genetic testing demonstrating variants in LEPR genes that are interpreted as pathogenic, likely pathogenic, or of uncertain significance (VUS)","Imcivree is indicated for chronic weight management in adult and pediatric patients 6 years of age and older with obesity due to proopiomelanocortin (POMC) or proprotein convertase subtilisin/kexin type 1 (PCSK1) deficiency confirmed by genetic testing demonstrating variants in POMC or PCSK1 genes that are interpreted as pathogenic, likely pathogenic, or of uncertain significance (VUS). Is indicated for chronic weight management in adult and pediatric patients 6 years of age and older with obesity due to leptin receptor (LEPR) deficiency confirmed by genetic testing demonstrating variants in LEPR genes that are interpreted as pathogenic, likely pathogenic, or of uncertain significance (VUS)","FDA compilation: Approved Use(s)","Melanocortin 4 Receptor Agonists [MoA]","Melanocortin 4 Receptor Agonist [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Rhythm Pharmaceuticals, Inc.","Injection"
"2020","2020-12-01","[drug marketed without a proprietary name]","gallium Ga 68 PSMA-11","NDA212642","NDA novel drug","NDA novel drug","NME/NDA","TRUE","University of California Los Angeles","Injection","Injectable","Standard","No","No","No","No","","gallium Ga 68 PSMA-11 Is indicated for positron emission tomography (PET) of prostate-specific membrane antigen (PSMA) positive lesions in men with suspected recurrence based on elevated serum prostate-specific antigen (PSA) level. Positron emission tomography (PET) of prostate-specific membrane antigen (PSMA) positive lesions in men with prostate cancer with suspected metastasis who are candidates for initial definitive therapy","gallium Ga 68 PSMA-11 Is indicated for positron emission tomography (PET) of prostate-specific membrane antigen (PSMA) positive lesions in men with suspected recurrence based on elevated serum prostate-specific antigen (PSA) level. Positron emission tomography (PET) of prostate-specific membrane antigen (PSMA) positive lesions in men with prostate cancer with suspected metastasis who are candidates for initial definitive therapy","FDA compilation: Approved Use(s)","Positron Emitting Activity [MoA]","Radioactive Diagnostic Agent [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","University of California Los Angeles","Injection"
"2020","2020-12-03","Orladeyo","berotralstat","NDA214094","NDA novel drug","NDA novel drug","NME/NDA","TRUE","BioCryst Pharmaceuticals","Oral","Capsule","Standard","No","No","Yes","Yes","","Orladeyo is indicated as prophylaxis to prevent attacks of hereditary angioedema (HAE) in adults and pediatric patients 12 years and older","Orladeyo is indicated as prophylaxis to prevent attacks of hereditary angioedema (HAE) in adults and pediatric patients 12 years and older","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","BioCryst Pharmaceuticals, Inc.","Oral"
"2020","2020-12-14","Klisyri","tirbanibulin","NDA213189","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Athenex","Topical","Ointment","Standard","No","No","No","No","","Klisyri is indicated for the topical treatment of actinic keratosis of the face or scalp","Klisyri is indicated for the topical treatment of actinic keratosis of the face or scalp","FDA compilation: Approved Use(s)","","Microtubule Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Athenex, Inc.","Topical"
"2020","2020-12-16","Margenza","margetuximab-cmkb","BLA761150","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","MacroGenics","Injection","Injectable","Standard","No","No","Yes","No","","Margenza is indicated in combination with chemotherapy, for the treatment of adult patients with metastatic HER2-positive breast cancer who have received two or more prior anti-HER2 regimens, at least one of which was for metastatic disease","Margenza is indicated in combination with chemotherapy, for the treatment of adult patients with metastatic HER2-positive breast cancer who have received two or more prior anti-HER2 regimens, at least one of which was for metastatic disease","FDA compilation: Approved Use(s)","HER2/Neu/cerbB2 Antagonists [MoA]","HER2/neu Receptor Antagonist [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","MacroGenics, Inc.","Injection"
"2020","2020-12-18","Orgovyx","relugolix","NDA214621","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Myovant Sciences","Oral","Tablet","Priority","No","No","No","No","","Orgovyx is indicated for the treatment of adult patients with advanced prostate cancer","Orgovyx is indicated for the treatment of adult patients with advanced prostate cancer","FDA compilation: Approved Use(s)","Breast Cancer Resistance Protein Inhibitors [MoA]; Cytochrome P450 2B6 Inducers [MoA]; Cytochrome P450 3A Inducers [MoA]; Gonadotropin Releasing Hormone Receptor Antagonists [MoA]; P-Glycoprotein Inhibitors [MoA]","Gonadotropin Releasing Hormone Receptor Antagonist [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Myovant Sciences GmbH","Oral"
"2020","2020-12-21","Ebanga","ansuvimab-zykl","BLA761172","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Ridgeback Biotherapeutics","Injection","Injectable","Priority","No","Yes","No","Yes","","Ebanga is indicated for the treatment of infection caused by Zaire ebolavirus in adult and pediatric patients, including neonates born to a mother who is RT-PCR positive for Zaire ebolavirus infection","Ebanga is indicated for the treatment of infection caused by Zaire ebolavirus in adult and pediatric patients, including neonates born to a mother who is RT-PCR positive for Zaire ebolavirus infection","FDA compilation: Approved Use(s)","Zaire Ebolavirus Glycoprotein-directed Antibody Interactions [MoA]","Zaire Ebolavirus Glycoprotein-directed Antibody [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Ridgeback Biotherapeutics, LP","Injection"
"2020","2020-12-23","Gemtesa","vibegron","NDA213006","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Urovant Sciences","Oral","Tablet","Standard","No","No","No","No","","Gemtesa is indicated for the treatment of overactive bladder with symptoms of urge urinary incontinence, urgency, and urinary frequency in adults","Gemtesa is indicated for the treatment of overactive bladder with symptoms of urge urinary incontinence, urgency, and urinary frequency in adults","FDA compilation: Approved Use(s)","Adrenergic beta3-Agonists [MoA]","beta3-Adrenergic Agonist [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Urovant Sciences GmbH","Oral"
"2021","2021-01-19","Verquvo","vericiguat","NDA214377","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Merck","Oral","Tablet","Priority","No","No","Yes","No","","VERQUVO is indicated to reduce the risk of cardiovascular death and heart failure (HF) hospitalization following a hospitalization for heart failure or need for outpatient IV diuretics, in adults with symptomatic chronic HF and ejection fraction less than 45%.","VERQUVO is indicated to reduce the risk of cardiovascular death and heart failure (HF) hospitalization following a hospitalization for heart failure or need for outpatient IV diuretics, in adults with symptomatic chronic HF and ejection fraction less than 45%.","FDA compilation: Approved Use(s)","Guanylate Cyclase Stimulators [MoA]","Soluble Guanylate Cyclase Stimulator [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Merck Sharp and Dohme Corp.","Oral"
"2021","2021-01-21","Cabenuva","cabotegravir; rilpivirine (co-packaged)","NDA212888","NDA novel drug","NDA novel drug","NME/NDA","TRUE","ViiV Healthcare","Injection","Injectable","Priority","No","No","Yes","No","","CABENUVA is indicated as a complete regimen for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults to replace the current antiretroviral regimen in those who are virologically suppressed (HIV-1 RNA less than 50 copies per mL) on a stable antiretroviral regimen with no history of treatment failure and with no known or suspected resistance to either cabotegravir or rilpivirine.","CABENUVA is indicated as a complete regimen for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults to replace the current antiretroviral regimen in those who are virologically suppressed (HIV-1 RNA less than 50 copies per mL) on a stable antiretroviral regimen with no history of treatment failure and with no known or suspected resistance to either cabotegravir or rilpivirine.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","ViiV Healthcare Company","Injection"
"2021","2021-01-22","Lupkynis","voclosporin","NDA213716","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Aurinia Pharmaceuticals","Oral","Capsule","Priority","No","No","Yes","No","","LUPKYNIS is indicated in combination with a background immunosuppressive therapy regimen for the treatment of adult patients with active lupus nephritis (LN). Limitations of Use: Safety and efficacy of LUPKYNIS have not been established in combination with cyclophosphamide. Use of LUPKYNIS is not recommended in this situation.","LUPKYNIS is indicated in combination with a background immunosuppressive therapy regimen for the treatment of adult patients with active lupus nephritis (LN). Limitations of Use: Safety and efficacy of LUPKYNIS have not been established in combination with cyclophosphamide. Use of LUPKYNIS is not recommended in this situation.","FDA compilation: Approved Use(s)","Calcineurin Inhibitors [MoA]; Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA]; Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA]; P-Glycoprotein Inhibitors [MoA]","Calcineurin Inhibitor Immunosuppressant [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Aurinia Pharmaceuticals, Inc.","Oral"
"2021","2021-02-03","Tepmetko","tepotinib","NDA214096","NDA novel drug","NDA novel drug","NME/NDA","TRUE","EMD Serono","Oral","Tablet","Priority","Yes","No","No","Yes","","TEPMETKO is indicated for the treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) harboring mesenchymal-epithelial transition (MET) exon 14 skipping alterations. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s).","TEPMETKO is indicated for the treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) harboring mesenchymal-epithelial transition (MET) exon 14 skipping alterations. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s).","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","EMD Serono, Inc.","Oral"
"2021","2021-02-05","Ukoniq","umbralisib","NDA213176","NDA novel drug","NDA novel drug","NME/NDA","TRUE","TG Therapeutics","Oral","Tablet","Priority (indication [A] only)","Yes","Yes (indication [A] only)","No","Yes","","[A] UKONIQ is indicated for the treatment of adult patients with relapsed or refractory marginal zone lymphoma (MZL) who have received at least one prior anti-CD20-based regimen. This indication is approved under accelerated approval based on overall response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s). [B] UKONIQ is indicated for the treatment of adult patients with relapsed or refractory follicular lymphoma (FL) who have received at least three prior lines of systemic therapy. This indication is approved under accelerated approval based on overall response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).","[A] UKONIQ is indicated for the treatment of adult patients with relapsed or refractory marginal zone lymphoma (MZL) who have received at least one prior anti-CD20-based regimen. This indication is approved under accelerated approval based on overall response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s). [B] UKONIQ is indicated for the treatment of adult patients with relapsed or refractory follicular lymphoma (FL) who have received at least three prior lines of systemic therapy. This indication is approved under accelerated approval based on overall response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","TG Therapeutics, Inc.","Oral"
"2021","2021-02-11","Evkeeza","evinacumab-dgnb","BLA761181","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Regeneron Pharmaceuticals","Injection","Injectable","Priority","No","Yes","No","Yes","","EVKEEZA is indicated as an adjunct to other low-density lipoprotein-cholesterol (LDL-C) lowering therapies for the treatment of adult and pediatric patients, aged 12 years and older, with homozygous familial hypercholesterolemia (HoFH). Limitations of Use: - The safety and effectiveness of EVKEEZA have not been established in patients with other causes of hypercholesterolemia, including those with heterozygous familial hypercholesterolemia (HeFH). - The effects of EVKEEZA on cardiovascular morbidity and mortality have not been determined.","EVKEEZA is indicated as an adjunct to other low-density lipoprotein-cholesterol (LDL-C) lowering therapies for the treatment of adult and pediatric patients, aged 12 years and older, with homozygous familial hypercholesterolemia (HoFH). Limitations of Use: - The safety and effectiveness of EVKEEZA have not been established in patients with other causes of hypercholesterolemia, including those with heterozygous familial hypercholesterolemia (HeFH). - The effects of EVKEEZA on cardiovascular morbidity and mortality have not been determined.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Regeneron Pharmaceuticals, Inc.","Injection"
"2021","2021-02-12","Cosela","trilaciclib","NDA214200","NDA novel drug","NDA novel drug","NME/NDA","TRUE","G1 Therapeutics","Injection","Injectable","Priority","No","Yes","No","No","","COSELA is indicated to decrease the incidence of chemotherapy-induced myelosuppression in adult patients when administered prior to a platinum/etoposide-containing regimen or topotecan-containing regimen for extensive-stage small cell lung cancer (ES-SCLC).","COSELA is indicated to decrease the incidence of chemotherapy-induced myelosuppression in adult patients when administered prior to a platinum/etoposide-containing regimen or topotecan-containing regimen for extensive-stage small cell lung cancer (ES-SCLC).","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","G1 Therapeutics, Inc.","Injection"
"2021","2021-02-25","Amondys 45","casimersen","NDA213026","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Sarepta Therapeutics","Injection","Injectable","Priority","Yes","No","Yes","Yes","","AMONDYS 45 is indicated for the treatment of Duchenne muscular dystrophy (DMD) in patients who have a confirmed mutation of the DMD gene that is amenable to exon 45 skipping. This indication is approved under accelerated approval based on an increase in dystrophin production in skeletal muscle observed in patients treated with AMONDYS 45. Continued approval for this indication may be contingent upon verification of a clinical benefit in confirmatory trials.","AMONDYS 45 is indicated for the treatment of Duchenne muscular dystrophy (DMD) in patients who have a confirmed mutation of the DMD gene that is amenable to exon 45 skipping. This indication is approved under accelerated approval based on an increase in dystrophin production in skeletal muscle observed in patients treated with AMONDYS 45. Continued approval for this indication may be contingent upon verification of a clinical benefit in confirmatory trials.","FDA compilation: Approved Use(s)","","Antisense Oligonucleotide [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Sarepta Therapeutics, Inc.","Injection"
"2021","2021-02-26","Nulibry","fosdenopterin","NDA214018","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Origin Biosciences","Injection","Injectable","Priority","No","Yes","No","Yes","","NULIBRY is indicated to reduce the risk of mortality in patients with molybdenum cofactor deficiency (MoCD) Type A.","NULIBRY is indicated to reduce the risk of mortality in patients with molybdenum cofactor deficiency (MoCD) Type A.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Origin Biosciences, Inc.","Injection"
"2021","2021-02-26","Pepaxto","melphalan flufenamide","NDA214383","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Oncopeptides","Injection","Injectable","Priority","Yes","No","No","Yes","","PEPAXTO is indicated in combination with dexamethasone for the treatment of adult patients with relapsed or refractory multiple myeloma who have received at least four prior lines of therapy and whose disease is refractory to at least one proteasome inhibitor, one immunomodulatory agent, and one CD38-directed monoclonal antibody. This indication is approved under accelerated approval based on response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s). Limitations of Use: PEPAXTO is not indicated and is not recommended for use as a conditioning regimen for transplant outside of controlled clinical trials.","PEPAXTO is indicated in combination with dexamethasone for the treatment of adult patients with relapsed or refractory multiple myeloma who have received at least four prior lines of therapy and whose disease is refractory to at least one proteasome inhibitor, one immunomodulatory agent, and one CD38-directed monoclonal antibody. This indication is approved under accelerated approval based on response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s). Limitations of Use: PEPAXTO is not indicated and is not recommended for use as a conditioning regimen for transplant outside of controlled clinical trials.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Oncopeptides AB","Injection"
"2021","2021-03-02","Azstarys","serdexmethylphenidate and dexmethylphenidate","NDA212994","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Commave Therapeutics","Oral","Capsule","Standard","No","No","No","No","","Azstarys is indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) in patients 6 years of age and older.","Azstarys is indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) in patients 6 years of age and older.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Commave Therapeutics SA","Oral"
"2021","2021-03-10","Fotivda","tivozanib","NDA212904","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Aveo Pharmaceuticals","Oral","Capsule","Standard","No","No","No","No","","FOTIVDA is indicated for the treatment of adult patients with relapsed or refractory advanced renal cell carcinoma (RCC) following two or more prior systemic therapies.","FOTIVDA is indicated for the treatment of adult patients with relapsed or refractory advanced renal cell carcinoma (RCC) following two or more prior systemic therapies.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Aveo Pharmaceuticals, Inc.","Oral"
"2021","2021-03-18","Ponvory","ponesimod","NDA213498","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Janssen","Oral","Tablet","Standard","No","No","No","No","","PONVORY is indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults.","PONVORY is indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults.","FDA compilation: Approved Use(s)","Sphingosine 1-Phosphate Receptor Modulators [MoA]","Sphingosine 1-phosphate Receptor Modulator [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Janssen Pharmaceuticals, Inc.","Oral"
"2021","2021-03-22","Zegalogue","dasiglucagon","NDA214231","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Zealand Pharma","Injection","Injectable","Standard","No","No","No","No","","ZEGALOGUE is indicated for the treatment of severe hypoglycemia in pediatric and adult patients with diabetes aged 6 years and above.","ZEGALOGUE is indicated for the treatment of severe hypoglycemia in pediatric and adult patients with diabetes aged 6 years and above.","FDA compilation: Approved Use(s)","Glucagon Receptor Agonists [MoA]","Antihypoglycemic Agent [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Zealand Pharma A/S","Injection"
"2021","2021-04-02","Qelbree","viloxazine","NDA211964","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Supernus Pharmaceuticals","Oral","Capsule","Standard","No","No","No","No","","Qelbree is indicated for the treatment of Attention-Deficit Hyperactivity Disorder (ADHD) in pediatric patients 6 to 17 years of age.","Qelbree is indicated for the treatment of Attention-Deficit Hyperactivity Disorder (ADHD) in pediatric patients 6 to 17 years of age.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Supernus Pharmaceuticals, Inc.","Oral"
"2021","2021-04-15","Nextstellis","drospirenone and estetrol","NDA214154","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Mayne Pharma","Oral","Tablet","Standard","No","No","No","No","","NEXTSTELLIS is indicated for use by females of reproductive potential to prevent pregnancy. Limitations of Use: NEXTSTELLIS may be less effective in females with a BMI >= 30 kg/m2. In females with BMI >= 30 kg/m2, decreasing effectiveness may be associated with increasing BMI.","NEXTSTELLIS is indicated for use by females of reproductive potential to prevent pregnancy. Limitations of Use: NEXTSTELLIS may be less effective in females with a BMI >= 30 kg/m2. In females with BMI >= 30 kg/m2, decreasing effectiveness may be associated with increasing BMI.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Mayne Pharma, LLC","Oral"
